sentiment,content,sentiment_type
3,heading austin wkend love set popup store 6th amp congress deal mass geek influx ipad2 release,no sentiment
2,apple security guy locks store link,positive
1,quotapple likes pay thats apple likesquot barry diller acc ballroom pic link,negative
2,apple opening popup store austin sxsw link,positive
3,looking forward learning,no sentiment
3,wont lie ive chance watch people actually using ipad makes want one,no sentiment
2,rumor apple opening temporary store downtown austin ipad launch link hardcore,positive
2,youre near zen guadalupe 19 pm trailer space night im playing maurice friend,positive
2,details ipad giveaway coming tonight rt,positive
2,go game launches doityourself iphone scavenger hunts link via,positive
1,tomlinson tx observer says apple subscription data holding biggest impediment success,negative
2,able afford attend buy ipad today consider saving cont link,positive
2,survive live music app iphone android link,positive
2,tries social network time launched perhaps wha cont link,positive
2,biggest mistake since south southwest last year writin book bout iphone photography instead makin photography iphone app,positive
1,iphone ipad feel unequipped compared everyone else dang,negative
2,rt interrupt regularly scheduled geek programming big news link,positive
2,thinks may coined new term quotapptrophyquot happens unused iphone apps disuse apptrophy,positive
2,quotwe started google doc crowdsource arab voices egyptians world took shifts help translatequot,positive
3,globalbestaward holler gram ipad itunes store link via sters great app,no sentiment
2,aol tmobile launch play android app link via,positive
2,google launch new social network called circles south southwest today link,positive
3,got given free portable iphone charger sweet thx,no sentiment
1,lonely planet releases free austin city guide iphone app like arent enough apps cluttering handset,negative
2,remember ultimately aware audience app targeted towards unexpected experience good,positive
2,internet blurs link ipad fades link,positive
2,apple opening temporary store downtown austin amp ipad launch link source statesmancom,positive
3,celebrate beauty web msft launch amp play new game win ipad2 link,no sentiment
2,talk really exploration wild wild west design,positive
2,yen rt important make sure donating japanese red cross link,positive
2,long line ginger mans bathroom saved 829 popup apple store closed right midnight walked,positive
2,even begins wins past week theres major dilemma link,positive
3,rumor apple opening temporary store downtown austin amp ipad launch link,no sentiment
2,iphone rt find one gadget going bag link,positive
2,people listening link,positive
3,iphone app people use scheduling awesome isnt app,no sentiment
2,one shirts say rofl,positive
2,google launch new social network report claims google might use sxsw event link,positive
2,nice rt knitted staircase attendance party tomo pm hosted amp link,positive
1,google incapable disruptive innovation acquired startups last years,negative
2,rt gearing make splash launch quotgroupon living socialtypequot rewards link,positive
3,apple two austin stores week downtown presence changes popup store link,no sentiment
2,rt launch major new social network called circles possibly today link,positive
3,interrupt regularly scheduled geek programming big news link,no sentiment
2,oooorkut rt rt google launch major new social network called circles possibly today link,positive
3,curious know devs thinking ref iphone vs android development buzz still seems favour iphone year,no sentiment
2,packed house session quotqampa w google amp bing website rankingquot w hilton salon j link,positive
3,win xperia play phone tuesday 15 details link,no sentiment
0,also limited abilities balance rt ipad cheaper laptops,cannot say
2,hey peeps go hang w burners link burnbq panamerican park 8pm link cc,positive
2,perception google street view big brother trying transparent data give users control,positive
2,google hotpot demo seems whole lot like innovate left outa game show heat maps2 link,positive
1,first talk day ipad design headaches,negative
0,think google circles effect crop circle,cannot say
3,san jose austin surrounded apple google peeps every tech nerds dream time turn charm find new bff,no sentiment
1,feel like iphone always always something running battery fast,negative
3,whoa theres dude front using google wave,no sentiment
2,successful trip learned ton lots new insights knowledge new reading list playlists wrote amp submitted new iphone app,positive
2,setting team android event,positive
2,longest line apple store course link,positive
2,spilled beans next platform flipboard iphone team started working,positive
3,pretty content nat geo pretty article ipad cooler twitter list current arctic explorers,no sentiment
2,rumor apple opening temp store downtown amp ipad launch link,positive
2,mean percentage ios vs android vs blackberry etc,positive
3,awesome rt apples temporary megastore could model future conferencesevents link,no sentiment
3,ipad sold retail storesexcept pop store austin,no sentiment
2,quotno one says im apple im drupal tribe know people care children amp powerfulquot,positive
2,like googling google rt giggle someone checked today gowalla,positive
1,quotapple elegant fascist corporation america todayquot kara swisher,negative
3,interviewed far cat totally agree ur comms brand love word,no sentiment
2,apple store gets another mention link rt downtown austin apple store congress amp west th street,positive
2,searches local information,positive
2,kicking style party link link,positive
3,quotfoosspottingquot ap iphone looks pretty good food guides useful later,no sentiment
